Dynamic Supplier Code,Name,Reseller Price Ex GST,Manufacturer,Category,Weight,Manufacturer OEM Code,Printer Compatibility,Cartridge Yield,Cartridge Type,/////,////,Length,Width,Height,Brisbane,Melbourne,Perth,Adelaide,Sydney,Barcode
CTG55,Canon TG55 GPR39 Black Toner,70.5,Canon,CON-COPIER,0.977,TG55,"CANON IMAGERUNNER 1730I,CANON IMAGERUNNER 1740I,CANON IMAGERUNNER 1750I","15,000 pages",Black,0.003,CAN-COP,0.37,0.09,0.09,>5,>5,0,0,>5,13803132816
CTG56,Canon TG56 GPR42 Black Toner,72.3,Canon,CON-COPIER,1.94,TG56,"CANON IMAGERUNNER ADV 4045,CANON IMAGERUNNER ADV 4051,CANON IMAGERUNNER ADV 4245,CANON IMAGERUNNER ADV 4251","34,200 pages",Black,0.005,CAN-COP,0.5,0.1,0.1,>5,>5,0,0,>5,4.961E+12
CTG57,Canon TG57 GPR43 Black Toner,69.85,Canon,CON-COPIER,1.79,TG57,"CANON IMAGERUNNER ADV 4025,CANON IMAGERUNNER ADV 4035,CANON IMAGERUNNER ADV 4225,CANON IMAGERUNNER ADV 4235","30,200 pages",Black,0.005,CAN-COP,0.5,0.1,0.1,>5,>5,0,0,>5,4.961E+12
CTG61,Canon TG61 GPR48 Black Toner,57.05,Canon,CON-COPIER,0.98,TG61,"CANON IRA400,CANON IRA500","15,100 pages",Black,0.00266,CAN-COP,0.37,0.09,0.08,>5,>5,0,0,>5,4.961E+12
CTG65B,Canon TG65 GPR51 Black Toner,36.71,Canon,CON-COPIER,0.6,TG65B,"CANON IMAGE RUNNER ADVANCE C250I,CANON IMAGE RUNNER ADVANCE C350I","19,000 pages",Black,0.002,CAN-COP,0.065,0.44,0.07,>5,1,0,0,5,4.961E+12
CTG65C,Canon TG65 GPR51 Cyan Toner,116.33,Canon,CON-COPIER,0.6,TG65C,"CANON IMAGE RUNNER ADVANCE C250I,CANON IMAGE RUNNER ADVANCE C350I","21,500 pages",Cyan,0.002,CAN-COP,0.065,0.44,0.07,>5,1,0,0,0,4.961E+12
CTG65M,Canon TG65 GPR51 Magenta Toner,116.33,Canon,CON-COPIER,0.6,TG65M,"CANON IMAGE RUNNER ADVANCE C250I,CANON IMAGE RUNNER ADVANCE C350I","21,500 pages",Magenta,0.002,CAN-COP,0.065,0.44,0.07,>5,4,0,0,0,4.961E+12
CTG65Y,Canon TG65 GPR51 Yellow Toner,116.33,Canon,CON-COPIER,0.6,TG65Y,"CANON IMAGE RUNNER ADVANCE C250I,CANON IMAGE RUNNER ADVANCE C350I","21,500 pages",Yellow,0.002,CAN-COP,0.065,0.44,0.07,>5,0,0,0,0,4.961E+12
CTG67B,Canon TG67 Black Toner,84.66,Canon,CON-COPIER,0.73,TG67B,"CANON IR ADV C3320,CANON IR ADV C3330","36,000 pages",Black,0.00274,CAN-COP,0.07,0.56,0.07,>5,>5,0,0,>5,4.54929E+12
CTG67C,Canon TG67 Cyan Toner,104.29,Canon,CON-COPIER,0.73,TG67C,"CANON IR ADV C3320,CANON IR ADV C3330","19,000 pages",Cyan,0.00274,CAN-COP,0.07,0.56,0.07,>5,>5,0,0,>5,4.54929E+12
CTG67M,Canon TG67 Magenta Toner,104.29,Canon,CON-COPIER,0.73,TG67M,"CANON IR ADV C3320,CANON IR ADV C3330","19,000 pages",Magenta,0.00274,CAN-COP,0.07,0.56,0.07,>5,3,0,0,>5,4.54929E+12
CTG67Y,Canon TG67 Yellow Toner,104.29,Canon,CON-COPIER,0.73,TG67Y,"CANON IR ADV C3320,CANON IR ADV C3330","19,000 pages",Yellow,0.00274,CAN-COP,0.07,0.56,0.07,>5,5,0,0,>5,4.54929E+12
CTG71B,Canon TG71 Black Toner,181.61,Canon,CON-COPIER,1,TG71B,"CANON IMAGERUNNER ADVANCE C5540,CANON IMAGERUNNER ADVANCE C5535,CANON IMAGERUNNER ADVANCE C5550,CANON IMAGERUNNER ADVANCE C5560","69,000 pages",Black,0.00365,CAN-COP,0.08,0.08,0.57,0,0,>5,0,>5,4.54929E+12
CTG71C,Canon TG71 Cyan Toner,255.5,Canon,CON-COPIER,0.681,TG71C,"CANON IMAGERUNNER ADVANCE C5540I,CANON IMAGERUNNER ADVANCE C5535I,CANON IMAGERUNNER ADVANCE C5550I,CANON IMAGERUNNER ADVANCE C5560I","60,000 pages",Cyan,0.00279,CAN-COP,0.07,0.07,0.57,0,0,>5,0,>5,4.54929E+12
CTG71M,Canon TG71 Magenta Toner,255.5,Canon,CON-COPIER,0.681,TG71M,"CANON IMAGERUNNER ADVANCE C5540I,CANON IMAGERUNNER ADVANCE C5535I,CANON IMAGERUNNER ADVANCE C5550I,CANON IMAGERUNNER ADVANCE C5560I","60,000 pages",Magenta,0.00279,CAN-COP,0.07,0.07,0.57,0,0,>5,0,>5,4.54929E+12
CTG71Y,Canon TG71 Yellow Toner,255.5,Canon,CON-COPIER,0.681,TG71Y,"CANON IMAGERUNNER ADVANCE C5540I,CANON IMAGERUNNER ADVANCE C5535I,CANON IMAGERUNNER ADVANCE C5550I,CANON IMAGERUNNER ADVANCE C5560I","60,000 pages",Yellow,0.00279,CAN-COP,0.07,0.07,0.57,0,0,5,0,>5,4.54929E+12
CXPF44,Canon Paper Cassette,175,Canon,HW-ACCESS,6,PF44,"CANON IMAGECLASS MF5980DW,CANON LASER SHOT LBP6300DN,CANON LASER SHOT LBP6650DN,CANON LBP6680X,CANON MF6180DW,CANON LBP251DNW,CANON MF416DW",,Hardware,0.0585,CAN-HW,0.52,0.45,0.25,0,0,0,0,0,4.961E+12
CXPF45,Canon Paper Cassette,173.5,Canon,HW-ACCESS,8,PF45,CANON LASER SHOT LBP6750DN,,Hardware,0.0702,CAN-HW,0.54,0.5,0.26,0,0,0,0,0,13803120202
CXPF522,Canon Paper Cassette,187.45,Canon,HW-ACCESS,6,PF522,CANON LASER SHOT LBP7200,, ,0.07978,CAN-HW,0.58,0.527,0.261,0,0,0,0,0,
CXPF67,Canon Paper Cassette,278,Canon,HW-ACCESS,14,PF67,CANON LASER SHOT LBP3500,, ,0.14784,CAN-HW,0.7,0.64,0.33,0,0,0,0,0,
CXPF722,Canon Paper Cassette,312.85,Canon,HW-ACCESS,19.5,PF722,CANON LASER SHOT LBP9100CDN,,Hardware,0.11661,CAN-HW,0.69,0.65,0.26,0,0,0,0,0,4.961E+12
CXX400PCU,Canon Mini Usb Cable,22.6,Canon,HW-ACCESS,0.052,IFC400PCU,,,Hardware,0.0004,CAN-HW,0.055,0.032,0.225,0,0,0,0,0,13803038361
CXXBU30,Canon Bluetooth Interface,49,Canon,HW-ACCESS,0.027,BU30,"CANON PIXMA IP100,CANON PIXMA MG5150,CANON PIXMA MG5250,CANON PIXMA MG5350,CANON PIXMA MG6150,CANON PIXMA MG6250,CANON PIXMA MG8150,CANON PIXMA MP480,CANON PIXMA MP540,CANON PIXMA MP550,CANON PIXMA MP560,CANON PIXMA MP620,CANON PIXMA MP630,CANON PIXMA MP640,CANON PIXMA MP980,CANON PIXMA MP990,CANON PIXMA MX320,CANON PIXMA MX330,CANON PIXMA MX850,CANON PIXMA MX870,CANON PIXMA MX885,CANON PIXMA MX420,CANON PIXMA MX410,CANON PIXMA MX360,CANON MX926",,Hardware,0.00022,CAN-HW,0.14,0.08,0.02,2,1,1,0,2,13803096200
CXXDC90,Canon AC Adapter Kit,73,Canon,HW-ACCESS,0.349,ACKDC90,"CANON IXUS145,CANON IXUS265,CANON IXUS240,CANON IXUS150,CANON IXUS155,CANON IXUS125",,Hardware,0.00113,CAN-HW,0.07,0.07,0.23,0,0,0,0,0,4.961E+12
CXXDU67,Canon Duplex Unit,294.21,Canon,HW-ACCESS,0,DU67,CANON LBP3500,,Hardware,0,CAN-HW,0,0,0,0,0,0,0,0,
CXXLAS2YOS,Canon Laser Extended Warranty,229,Canon,HW-WARRNTY,0.014,LAS-2YOS-1,,, ,0.00002,CAN-HW,0.22,0.11,0.001,>5,>5,5,0,0,9.314E+12
CXXLK62,Canon LK62 Battery,95.12,Canon,HW-ACCESS,0.65,LK62,"CANON IP100,CANON IP110",,Hardware,0.00313,CAN-HW,0.06,0.29,0.18,0,0,0,0,0,4.961E+12
CXXNB11L,Canon Camera Battery,58.3,Canon,HW-CAMERA,0.04,NB-11LH,CANON IXUS 145,,Hardware,0.0004,CAN-CAM,0.19,0.07,0.03,0,0,0,0,0,4.54929E+12
CXXNBC2,Canon Network Card,146.73,Canon,HW-ACCESS,0.24,NBC2,"CANON LBP3300,CANON LBP3500,CANON LBP3310,CANON LBP5000,CANON LBP5100",,Hardware,0.00336,CAN-HW,0.07,0.2,0.24,0,0,0,0,0,
CXXNBCP2L,Canon Battery Pack,76.6,Canon,HW-ACCESS,0.267,NBCP2L,"CANON SELPHY CP100,CANON SELPHY CP300,CANON SELPHY CP330,CANON SELPHY CP510,CANON SELPHY CP600,CANON SELPHY CP710,CANON SELPHY CP730,CANON SELPHY CP750,CANON SELPHY CP800,CANON SELPHY CP910",, ,0.00053,CAN-HW,0.175,0.055,0.055,0,0,0,0,0,4.961E+12
CXXPU200U,Canon Car Charger Unit,95.12,Canon,HW-ACCESS,0.55,PU200U,CANON IP100,,Hardware,0.00118,CAN-HW,0.21,0.04,0.14,0,0,0,0,0,4.961E+12
DSCABPRU1,USB Printer Cable 1m,2,,HW-ACCESS,0.048,CB-USB2-40BK,,,Hardware,0.00045,,0.25,0.18,0.01,>5,>5,>5,0,>5,
DSCABPRU2,USB Printer Cable 2m,2.5,,HW-ACCESS,0.061,CB-USB2-01BK,,,Hardware,0.00045,,0.25,0.18,0.01,>5,>5,>5,4,>5,
DSCABPRU3,USB Printer Cable 3m,3.25,,HW-ACCESS,0.063,CB-USB2-07,,,Hardware,0.00037,,0.01,0.17,0.22,>5,>5,2,3,>5,
DSCABPRU5,USB Printer Cable 5m,5.35,,HW-ACCESS,0.154,CB-USB2-02BK,,,Hardware,0.00037,,0.01,0.17,0.22,1,4,4,0,4,
DSD11352,Dymo Address Label 25mm x 54mm,13.4,Dymo,CON-LABELS,0.15,SD11352,,25mm x 54mm, ,0.00032,DYM-LAB,0.03,0.09,0.12,>5,3,>5,5,0,5.41131E+12
DSD11353,Dymo Multi Label 13mm x 25mm,12.47,Dymo,CON-LABELS,0.075,SD11353,,13mm x 25mm, ,0.00025,DYM-LAB,0.07,0.035,0.1,>5,>5,0,0,>5,5.41131E+12
DSD11354,Dymo Multi Label 57mm x 32mm,21.64,Dymo,CON-LABELS,0.36,SD11354,,57mm x 32mm, ,0.00057,DYM-LAB,0.09,0.09,0.07,>5,>5,4,>5,>5,5.41131E+12
DSD1978364,Dymo Blk on Wht 12mm D1 Tape,11.79,Dymo,CON-LABELS,0.01,1978364,,, ,0.00075,DYM-LAB,0.15,0.1,0.05,0,0,0,0,0,3.50118E+12
DSD30856,Dymo Name Badge 62mm x 106mm,21.68,Dymo,CON-LABELS,0.35,SD30856,,62mm x 106mm, ,0.00063,DYM-LAB,0.095,0.095,0.07,0,>5,0,0,0,3.50117E+12
DSD40910,Dymo Blk on Clr 9mm x7m Tape,12.79,Dymo,CON-LABELS,0.03,SD40910,,9mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD40913,Dymo Blk on Wht 9mm x7m Tape,12.79,Dymo,CON-LABELS,0.03,SD40913,,9mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,>5,>5,>5,0,>5,5.41131E+12
DSD40914,Dymo Blue on Wht 9mm x7m Tape,12.79,Dymo,CON-LABELS,0.046,SD40914,,9mm x7m, ,0.00019,DYM-LAB,0.065,0.03,0.099,>5,>5,0,0,0,5.41131E+12
DSD40918,Dymo Blk on Yell 9mm x7m Tape,12.79,Dymo,CON-LABELS,0.03,SD40918,,9mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,1,0,0,0,5.41131E+12
DSD43610,Dymo Blk on Clr 6mm x7m Tape,12.79,Dymo,CON-LABELS,0.026,SD43610,,6mm x 7m, ,0.00017,DYM-LAB,0.088,0.03,0.065,0,4,0,0,0,5.41131E+12
DSD43613,Dymo Blk on Wht 6mm x7m Tape,12.79,Dymo,CON-LABELS,0.046,SD43613,,6mm x 7m, ,0.00019,DYM-LAB,0.065,0.03,0.099,2,>5,3,0,5,5.41131E+12
DSD45010,Dymo Blk on Clr 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45010,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45013,Dymo Blk on Wht 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45013,,12mm x 7m, ,0.00011,DYM-LAB,0.09,0.065,0.018,>5,>5,>5,>5,>5,5.41131E+12
DSD45014,Dymo Blue on Wht 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45014,,12mm x 7m, ,0.00011,DYM-LAB,0.09,0.065,0.018,1,0,0,0,0,5.41131E+12
DSD45015,Dymo Red on Wht 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.032,SD45015,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45016,Dymo Blk on Blue 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45016,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,5,0,0,0,5.41131E+12
DSD45017,Dymo Blk on Red 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45017,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45018,Dymo Blk on Yell 12mmx7m,12.79,Dymo,CON-LABELS,0.033,SD45018,,12mm x 7m, ,0.00011,DYM-LAB,0.09,0.065,0.018,>5,>5,4,0,>5,5.41131E+12
DSD45019,Dymo Blk on Grn 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45019,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45020,Dymo Wht on Clr 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45020,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45021,Dymo Wht on Blk 12mmx7m Tape,12.79,Dymo,CON-LABELS,0.033,SD45021,,12mm x 7m, ,0.0001,DYM-LAB,0.017,0.065,0.088,4,>5,0,0,0,5.41131E+12
DSD45800,Dymo Blk on Clr 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45800,,19mm x 7m, ,0.00015,DYM-LAB,0.09,0.065,0.025,>5,>5,0,0,4,5.41131E+12
DSD45803,Dymo Blk on Wht 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45803,,19mm x 7m, ,0.00015,DYM-LAB,0.09,0.065,0.025,>5,3,0,2,0,5.41131E+12
DSD45804,Dymo Blue on Wht 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45804,,19mm x 7m, ,0.00015,DYM-LAB,0.09,0.065,0.025,3,>5,0,0,0,5.41131E+12
DSD45805,Dymo Red on Wht 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.048,SD45805,,19mm x 7m, ,0.00014,DYM-LAB,0.024,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45806,Dymo Blk on Blue 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45806,,19mm x 7m, ,0.00014,DYM-LAB,0.065,0.024,0.088,0,>5,0,0,0,5.41131E+12
DSD45807,Dymo Blk on Red 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45807,,19mm x 7m, ,0.00014,DYM-LAB,0.024,0.065,0.088,0,4,0,0,0,5.41131E+12
DSD45808,Dymo Blk on Yell 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.045,SD45808,,19mm x 7m, ,0.00014,DYM-LAB,0.025,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45809,Dymo Blk on Grn 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45809,,19mm x 7m, ,0.00014,DYM-LAB,0.024,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD45811,Dymo Wht on Blk 19mmx7m Tape,18.93,Dymo,CON-LABELS,0.046,SD45811,,19mm x 7m, ,0.00014,DYM-LAB,0.025,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD53710,Dymo Blk on Clr 24mmx7m Tape,18.93,Dymo,CON-LABELS,0.054,SD53710,,24mm x 7m, ,0.00016,DYM-LAB,0.028,0.065,0.088,0,>5,0,0,0,5.41131E+12
DSD53713,Dymo Blk on Wht 24mmx7m Tape,18.93,Dymo,CON-LABELS,0.056,SD53713,,24mm x 7m, ,0.00016,DYM-LAB,0.028,0.065,0.088,2,0,0,0,0,5.41131E+12
DSD53718,Dymo Blk on Yell 24mmx7m Tape,18.93,Dymo,CON-LABELS,0.057,SD53718,,24mm x 7m, ,0.00016,DYM-LAB,0.028,0.065,0.088,0,0,0,0,0,5.41131E+12
DSD60622,Dymo Print Head Cleaning Kit,10.53,Dymo,CON-LABELS,0.06,60622,,, ,0.00027,DYM-LAB,0.127,0.092,0.023,0,>5,0,0,0,97043606221
DSD99010,Dymo Address Label 28mm x 89mm,11.98,Dymo,CON-LABELS,0.14,SD99010,,28mm x 89mm, ,0.00036,DYM-LAB,0.06,0.06,0.1,>5,>5,>5,4,4,5.41131E+12
DSD99012,Dymo Address Label 36mm x 89mm,23.13,Dymo,CON-LABELS,0.315,SD99012,,36mm x 89mm, ,0.00058,DYM-LAB,0.08,0.08,0.09,>5,>5,>5,>5,>5,5.41131E+12
DSD99014,Dymo Ship Label 54mm x 101mm,16.08,Dymo,CON-LABELS,0.23,SD99014,,54mm x 100mm, ,0.00039,DYM-LAB,0.075,0.075,0.07,>5,>5,4,>5,0,5.41131E+12
DSD99015,Dymo MP Label 54mm x 70mm,16.5,Dymo,CON-LABELS,0.23,SD99015,,54mm x 70mm, ,0.00064,DYM-LAB,0.08,0.08,0.1,>5,>5,0,0,0,5.41131E+12
DSD99017,Dymo File Label 12mm x 50mm,11.43,Dymo,CON-LABELS,0.06,SD99017,,12mm x 50mm, ,0.00027,DYM-LAB,0.062,0.062,0.071,4,>5,4,0,4,5.41131E+12
DSMINIUSB,Mini USB Cable,4.95,,HW-ACCESS,0.01,40USBAMIN15P2,,, ,0.00045,CAN-HW,0.16,0.01,0.28,>5,>5,>5,4,0,9.31867E+12
DSUSB128,GoldenMars USB Drive 128GB,47.8,Golden Mars,CON-MEDIA,0.025,GU-UD039BLACK,,,Misc Consumables,0.00035,GOL-MED,0.16,0.11,0.02,0,0,0,0,0,4.89513E+12
DSUSB16,GoldenMars USB Drive 16GB,7.5,Golden Mars,CON-MEDIA,0.025,GU-UD039PURPLE,,,Misc Consumables,0.00035,GOL-MED,0.16,0.11,0.02,>5,>5,>5,>5,>5,4.89513E+12
DSUSB256,Goldenmars USB Drive 256GB,110.3,Golden Mars,CON-MEDIA,0.023,GU-UD039BROWN,,,Misc Consumables,0.00012,GOL-MED,0.01,0.1,0.12,>5,0,0,0,0,4.89513E+12
DSUSB32,Goldenmars USB Drive 32GB,12.3,Golden Mars,CON-MEDIA,0.025,GU-UD039RED,,,Misc Consumables,0.0002,GOL-MED,0.11,0.09,0.02,>5,0,>5,>5,>5,4.89513E+12
DSUSB4,GoldenMars USB Drive 4GB,5.8,Golden Mars,CON-MEDIA,0.025,GU-UD039GREEN,,,Misc Consumables,0.00035,GOL-MED,0.16,0.11,0.02,>5,>5,>5,>5,>5,4.89513E+12
DSUSB64,GoldenMars USB Drive 64GB,23.5,Golden Mars,CON-MEDIA,0.025,GU-UD039GOLD,,,Misc Consumables,0.00018,GOL-MED,0.12,0.1,0.015,0,>5,0,>5,>5,4.89513E+12
DSUSB8,GoldenMars USB Drive 8GB,6.5,Golden Mars,CON-MEDIA,0.025,GU-UD039SILVER,,,Misc Consumables,0.00035,GOL-MED,0.16,0.11,0.02,>5,>5,>5,>5,>5,4.89513E+12
E103B,Epson 103 H/Y Black Ink Cart,31.91,Epson,CON-INK,0.045,C13T103192,"EPSON STYLUS OFFICE T40W,EPSON STYLUS TX550W,EPSON STYLUS OFFICE TX600FW,EPSON STYLUS OFFICE TX610FW",995 pages,Black,0.00024,EPS-INK,0.11,0.02,0.11,>5,>5,>5,1,>5,9.31402E+12
E103C,Epson 103 H/Y Cyan Ink Cart,22.69,Epson,CON-INK,0.045,C13T103292,"EPSON STYLUS OFFICE T30,EPSON STYLUS OFFICE T40W,EPSON STYLUS OFFICE T1100,EPSON STYLUS OFFICE TX510FN,EPSON STYLUS TX550W,EPSON STYLUS OFFICE TX600FW,EPSON STYLUS OFFICE TX610FW",815 pages,Cyan,0.00024,EPS-INK,0.11,0.02,0.11,>5,>5,>5,>5,>5,9.31402E+12
E103M,Epson 103 H/Y Mag Ink Cart,22.69,Epson,CON-INK,0.045,C13T103392,"EPSON STYLUS OFFICE T30,EPSON STYLUS OFFICE T40W,EPSON STYLUS OFFICE T1100,EPSON STYLUS OFFICE TX510FN,EPSON STYLUS TX550W,EPSON STYLUS OFFICE TX600FW,EPSON STYLUS OFFICE TX610FW",815 pages,Magenta,0.00024,EPS-INK,0.11,0.02,0.11,>5,>5,>5,0,>5,9.31402E+12
E103VP,Epson 103 H/Y Ink Value Pack,88.65,Epson,CON-INK,0.18,C13T103592,"EPSON STYLUS OFFICE T40W,EPSON STYLUS TX550W,EPSON STYLUS OFFICE TX600FW,EPSON STYLUS OFFICE TX610FW",,Misc Consumables,0.00062,EPS-INK,0.14,0.11,0.04,>5,>5,>5,>5,>5,9.31402E+12
E103Y,Epson 103 H/Y Yell Ink Cart,22.69,Epson,CON-INK,0.045,C13T103492,"EPSON STYLUS OFFICE T30,EPSON STYLUS OFFICE T40W,EPSON STYLUS OFFICE T1100,EPSON STYLUS OFFICE TX510FN,EPSON STYLUS TX550W,EPSON STYLUS OFFICE TX600FW,EPSON STYLUS OFFICE TX610FW",815 pages,Yellow,0.00024,EPS-INK,0.11,0.02,0.11,>5,>5,>5,2,>5,9.31402E+12
E132B,Epson 132 Black Ink Cart,12.05,Epson,CON-INK,0.047,C13T132192,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS TX120",165 pages,Black,0.00009,EPS-INK,0.11,0.02,0.04,>5,0,5,2,4,9.31402E+12
E132C,Epson 132 Cyan Ink Cart,12.05,Epson,CON-INK,0.047,C13T132292,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS TX120",200 pages,Cyan,0.00009,EPS-INK,0.11,0.02,0.04,2,5,1,0,0,9.31402E+12
E132M,Epson 132 Magenta Ink Cart,12.05,Epson,CON-INK,0.047,C13T132392,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS TX120",200 pages,Magenta,0.00009,EPS-INK,0.11,0.02,0.04,1,4,2,0,2,9.31402E+12
E132VP,Epson 132 Ink Value Pack,44.68,Epson,CON-INK,0.12,C13T132692,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS TX120",,Misc Consumables,0.00077,EPS-INK,0.14,0.11,0.05,2,4,5,4,5,9.31402E+12
E132Y,Epson 132 Yellow Ink Cart,12.05,Epson,CON-INK,0.047,C13T132492,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS TX120",200 pages,Yellow,0.00009,EPS-INK,0.11,0.02,0.04,1,3,2,0,>5,9.31402E+12
E133B,Epson 133 Black Ink Cart,17.02,Epson,CON-INK,0.047,C13T133192,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON WORKFORCE 525,EPSON STYLUS TX120",255 pages,Black,0.00019,EPS-INK,0.11,0.02,0.085,>5,>5,>5,>5,>5,9.31402E+12
E133BT,Epson 133 Black Twin Pack,31.91,Epson,CON-INK,0.071,C13T133194,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON WORKFORCE 525,EPSON STYLUS TX120",255 pages x 2,Black,0.00048,EPS-INK,0.11,0.04,0.11,5,4,>5,2,4,9.31402E+12
E133C,Epson 133 Cyan Ink Cart,17.02,Epson,CON-INK,0.047,C13T133292,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON STYLUS TX120",300 pages,Cyan,0.00019,EPS-INK,0.11,0.02,0.085,>5,>5,>5,>5,>5,9.31402E+12
E133M,Epson 133 Magenta Ink Cart,17.02,Epson,CON-INK,0.047,C13T133392,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON STYLUS TX120",300 pages,Magenta,0.00019,EPS-INK,0.11,0.02,0.085,>5,>5,>5,>5,>5,9.31402E+12
E133VP,Epson 133 Ink Value Pack,60.99,Epson,CON-INK,0.18,C13T133692,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON STYLUS TX120",,Misc Consumables,0.00062,EPS-INK,0.14,0.11,0.04,>5,>5,>5,>5,>5,9.31402E+12
E133XVP,Epson 133 x 5 Ink Value Pack,75.18,Epson,CON-INK,0.16,C13T133694,,,Misc Consumables,0.0007,EPS-INK,0.11,0.04,0.16,3,3,2,5,>5,9.31402E+12
E133Y,Epson 133 Yellow Ink Cart,17.02,Epson,CON-INK,0.047,C13T133492,"EPSON STYLUS N11,EPSON STYLUS NX125,EPSON STYLUS NX130,EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON STYLUS TX120",300 pages,Yellow,0.00019,EPS-INK,0.11,0.02,0.085,>5,>5,>5,>5,>5,9.31402E+12
E138B,Epson 138 Black Ink Cart,20.56,Epson,CON-INK,0.047,C13T138192,"EPSON STYLUS NX230,EPSON STYLUS NX420,EPSON STYLUS NX430,EPSON STYLUS NX635,EPSON WORKFORCE 60,EPSON WORKFORCE 320,EPSON WORKFORCE 325,EPSON WORKFORCE 435,EPSON WORKFORCE 525,EPSON WORKFORCE 545,EPSON WORKFORCE 625,EPSON WORKFORCE 630,EPSON WORKFORCE 633,EPSON WORKFORCE 645,EPSON WORKFORCE 840,EPSON WORKFORCE 845,EPSON WORKFORCE 3520,EPSON WORKFORCE 3530,EPSON WORKFORCE 7010,EPSON WORKFORCE 7510,EPSON WORKFORCE 7520,EPSON WORKFORCE 3540",380 pages,Black,0.00018,EPS-INK,0.11,0.02,0.08,>5,>5,>5,>5,>5,9.31402E+12
